undefined;H50;facultyKatselmusUser nah;read&write
Ihmisen käyttäytymisen tohtoriohjelma;T921109;theologyFacultyUser nah;read
Luonnonvaraisten eliöiden tutkimuksen tohtoriohjelma;T922101;theologyFacultyUser nah;read
Kasvitieteen tohtoriohjelma;T922102;theologyFacultyUser nah;read
Ympäristöalan tieteidenvälinen tohtoriohjelma;T922103;theologyFacultyUser nah;read
Uusiutuvien luonnonvarojen kestävän käytön tohtoriohjelma;T922104;theologyFacultyUser nah;read
Mikrobiologian ja biotekniikan tohtoriohjelma;T922105;theologyFacultyUser nah;read
Ruokaketjun ja terveyden tohtoriohjelma;T922106;theologyFacultyUser nah;read
Alkeishiukkasfysiikan ja maailmankaikkeuden tutkimuksen tohtoriohjelma;T923101;theologyFacultyUser nah;read
Geotieteiden tohtoriohjelma;T923102;theologyFacultyUser nah;read
Ilmakehätieteiden tohtoriohjelma;T923103;theologyFacultyUser nah;read
Kemian ja molekyylitutkimuksen tohtoriohjelma;T923104;theologyFacultyUser nah;read
Matematiikan ja tilastotieteen tohtoriohjelma;T923105;theologyFacultyUser nah;read
Materiaalitutkimuksen ja nanotieteiden tohtoriohjelma;T923106;theologyFacultyUser nah;read
Tietojenkäsittelytieteen tohtoriohjelma;T923107;theologyFacultyUser nah;read
Testaamisen tohtoriohjelma;T999999;theologyFacultyUser nah;read
Teologian ja uskonnontutkimuksen kandiohjelma;KH10_001;theologyFacultyUser nah;read
Oikeusnotaarin koulutusohjelma;KH20_001;theologyFacultyUser nah;read
Psykologian kandiohjelma;KH30_001;theologyFacultyUser nah;read
Logopedian kandiohjelma;KH30_002;theologyFacultyUser nah;read
Filosofian kandiohjelma;KH40_001;theologyFacultyUser nah;read
Taiteiden tutkimuksen kandiohjelma;KH40_002;theologyFacultyUser nah;read
Kielten kandiohjelma;KH40_003;theologyFacultyUser nah;read
Kotimaisten kielten ja kirjallisuuksien kandiohjelma;KH40_004;theologyFacultyUser nah;read
Kulttuurien tutkimuksen kandiohjelma;KH40_005;theologyFacultyUser nah;read
Historian kandiohjelma;KH40_006;theologyFacultyUser nah;read
Matemaattisten tieteiden kandiohjelma;KH50_001;theologyFacultyUser nah;read
Fysikaalisten tieteiden kandiohjelma;KH50_002;theologyFacultyUser nah;read
Kemian kandiohjelma;KH50_003;theologyFacultyUser nah;read
Matematiikan, fysiikan ja kemian opettajan kandiohjelma;KH50_004;theologyFacultyUser nah;read
Tietojenkäsittelytieteen kandiohjelma;KH50_005;theologyFacultyUser nah;read
Geotieteiden kandiohjelma;KH50_006;theologyFacultyUser nah;read
Maantieteen kandiohjelma;KH50_007;theologyFacultyUser nah;read
Luonnontieteiden kandiohjelma;KH50_008;theologyFacultyUser nah;read
Farmaseutin koulutusohjelma;KH55_001;theologyFacultyUser nah;read
Biologian kandiohjelma;KH57_001;theologyFacultyUser nah;read
Molekyylibiotieteiden kandiohjelma;KH57_002;theologyFacultyUser nah;read
Ympäristötieteiden kandiohjelma;KH57_003;theologyFacultyUser nah;read
Kasvatustieteiden kandiohjelma;KH60_001;theologyFacultyUser nah;read
Politiikan ja viestinnän kandiohjelma;KH70_001;theologyFacultyUser nah;read
Yhteiskunnallisen muutoksen kandiohjelma;KH70_002;theologyFacultyUser nah;read
Sosiaalitieteiden kandiohjelma;KH70_003;theologyFacultyUser nah;read
Taloustieteen kandiohjelma;KH70_004;theologyFacultyUser nah;read
Kandidatprogrammet i samhällsvetenskaper;KH74_001;theologyFacultyUser nah;read
Maataloustieteiden kandiohjelma;KH80_001;theologyFacultyUser nah;read
Metsätieteiden kandiohjelma;KH80_002;theologyFacultyUser nah;read
Elintarviketieteiden kandiohjelma;KH80_003;theologyFacultyUser nah;read
Ympäristö- ja elintarviketalouden kandiohjelma;KH80_004;theologyFacultyUser nah;read
Eläinlääketieteen kandiohjelma;KH90_001;theologyFacultyUser nah;read
Teologian ja uskonnontutkimuksen maisteriohjelma;MH10_001;theologyFacultyUser nah;read
Oikeustieteen maisterin koulutusohjelma;MH20_001;theologyFacultyUser nah;read
Kansainvälisen liikejuridiikan maisteriohjelma (International Business Law);MH20_002;theologyFacultyUser nah;read
Globaalia hallintoa koskevan oikeuden maisteriohjelma;MH20_003;theologyFacultyUser nah;read
Lääketieteen koulutusohjelma;MH30_001;theologyFacultyUser nah;read
Translationaalisen lääketieteen maisteriohjelma (Translational Medicine);MH30_002;theologyFacultyUser nah;read
Hammaslääketieteen koulutusohjelma;MH30_003;theologyFacultyUser nah;read
Psykologian maisteriohjelma;MH30_004;theologyFacultyUser nah;read
Logopedian maisteriohjelma;MH30_005;theologyFacultyUser nah;read
Taiteiden tutkimuksen maisteriohjelma;MH40_001;theologyFacultyUser nah;read
Kielten maisteriohjelma;MH40_002;theologyFacultyUser nah;read
Englannin kielen ja kirjallisuuden maisteriohjelma;MH40_003;theologyFacultyUser nah;read
Venäjän tutkimuksen maisteriohjelma;MH40_004;theologyFacultyUser nah;read
Kielellisen diversiteetin ja digitaalisten ihmistieteiden maisteriohjelma;MH40_005;theologyFacultyUser nah;read
Kääntämisen ja tulkkauksen maisteriohjelma;MH40_006;theologyFacultyUser nah;read
Suomen kielen ja suomalais-ugrilaisten kielten ja kulttuurien maisteriohjelma;MH40_007;theologyFacultyUser nah;read
Pohjoismaisten kielten ja kirjallisuuksien maisteriohjelma;MH40_008;theologyFacultyUser nah;read
Kirjallisuudentutkimuksen maisteriohjelma;MH40_009;theologyFacultyUser nah;read
Kulttuuriperinnön maisteriohjelma;MH40_010;theologyFacultyUser nah;read
Kulttuurienvälisen vuorovaikutuksen maisteriohjelma;MH40_011;theologyFacultyUser nah;read
Alue- ja kulttuurintutkimuksen maisteriohjelma;MH40_012;theologyFacultyUser nah;read
Kulttuurin ja kommunikaation maisteriohjelma;MH40_013;theologyFacultyUser nah;read
Sukupuolentutkimuksen maisteriohjelma;MH40_014;theologyFacultyUser nah;read
Historian maisteriohjelma;MH40_015;theologyFacultyUser nah;read
Matematiikan ja tilastotieteen maisteriohjelma;MH50_001;theologyFacultyUser nah;read
Life Science Informatics -maisteriohjelma;MH50_002;theologyFacultyUser nah;read
Teoreettisten ja laskennallisten menetelmien maisteriohjelma;MH50_003;theologyFacultyUser nah;read
Alkeishiukkasfysiikan ja astrofysikaalisten tieteiden maisteriohjelma;MH50_004;theologyFacultyUser nah;read
Materiaalitutkimuksen maisteriohjelma;MH50_005;theologyFacultyUser nah;read
Ilmakehätieteiden maisteriohjelma;MH50_006;theologyFacultyUser nah;read
Kemian ja molekyylitieteiden maisteriohjelma;MH50_007;theologyFacultyUser nah;read
Matematiikan, fysiikan ja kemian opettajan maisteriohjelma;MH50_008;theologyFacultyUser nah;read
Tietojenkäsittelytieteen maisteriohjelma;MH50_009;theologyFacultyUser nah;read
Datatieteen maisteriohjelma;MH50_010;theologyFacultyUser nah;read
Geologian ja geofysiikan maisteriohjelma;MH50_011;theologyFacultyUser nah;read
Maantieteen maisteriohjelma;MH50_012;theologyFacultyUser nah;read
Kaupunkitutkimuksen ja suunnittelun maisteriohjelma;MH50_013;theologyFacultyUser nah;read
Proviisorin koulutusohjelma;MH55_001;theologyFacultyUser nah;read
Master’s programme in Pharmaceutical Research, Development and Safety.;MH55_002;theologyFacultyUser nah;read
Ekologian ja evoluutiobiologian maisteriohjelma;MH57_001;theologyFacultyUser nah;read
Kasvitieteen maisteriohjelma;MH57_002;theologyFacultyUser nah;read
Genetiikan ja molekulaaristen biotieteiden maisteriohjelma;MH57_003;theologyFacultyUser nah;read
Neurotieteen maisteriohjelma;MH57_004;theologyFacultyUser nah;read
Ympäristömuutoksen ja globaalin kestävyyden maisteriohjelma;MH57_005;theologyFacultyUser nah;read
Kasvatustieteiden maisteriohjelma;MH60_001;theologyFacultyUser nah;read
Muuttuvan kasvatuksen ja koulutuksen maisteriohjelma;MH60_002;theologyFacultyUser nah;read
Filosofian maisteriohjelma;MH70_001;theologyFacultyUser nah;read
Politiikan ja viestinnän maisteriohjelma;MH70_002;theologyFacultyUser nah;read
Globaalin politiikan ja viestinnän maisteriohjelma;MH70_003;theologyFacultyUser nah;read
Yhteiskunnallisen muutoksen maisteriohjelma;MH70_004;theologyFacultyUser nah;read
Nyky-yhteiskunnan tutkimuksen maisteriohjelma;MH70_005;theologyFacultyUser nah;read
Euroopan ja pohjoismaiden tutkimuksen maisteriohjelma (European and Nordic Studies);MH70_006;theologyFacultyUser nah;read
Yhteiskuntatieteiden maisteriohjelma;MH70_007;theologyFacultyUser nah;read
Sosiaalitieteiden maisteriohjelma;MH70_008;theologyFacultyUser nah;read
Taloustieteen maisteriohjelma;MH70_009;theologyFacultyUser nah;read
Sosiaali- ja terveystutkimuksen ja johtamisen maisteriohjelma;MH70_011;theologyFacultyUser nah;read
Maataloustieteiden maisteriohjelma;MH80_001;theologyFacultyUser nah;read
Maatalous-, ympäristö- ja luonnonvaraekonomian maisteriohjelma;MH80_002;theologyFacultyUser nah;read
Metsätieteiden maisteriohjelma;MH80_003;theologyFacultyUser nah;read
Elintarviketieteiden maisteriohjelma;MH80_004;theologyFacultyUser nah;read
Ihmisen ravitsemuksen ja ruokakäyttäytymisen maisteriohjelma;MH80_005;theologyFacultyUser nah;read
Elintarviketalouden ja kulutuksen maisteriohjelma;MH80_006;theologyFacultyUser nah;read
Mikrobiologian ja mikrobibiotekniikan maisteriohjelma;MH80_007;theologyFacultyUser nah;read
Eläinlääketieteen lisensiaatin koulutusohjelma;MH90_001;theologyFacultyUser nah;read
undefined;H10;Acual projektiryhma, fake user AcualFakePerson;read
undefined;H20;Acual projektiryhma, fake user AcualFakePerson;read
undefined;H30;Acual projektiryhma, fake user AcualFakePerson;read
undefined;H40;Acual projektiryhma, fake user AcualFakePerson;read
undefined;H50;Acual projektiryhma, fake user AcualFakePerson;read&write
undefined;H55;Acual projektiryhma, fake user AcualFakePerson;read
undefined;H57;Acual projektiryhma, fake user AcualFakePerson;read
undefined;H60;Acual projektiryhma, fake user AcualFakePerson;read
undefined;H70;Acual projektiryhma, fake user AcualFakePerson;read
undefined;H74;Acual projektiryhma, fake user AcualFakePerson;read
undefined;H80;Acual projektiryhma, fake user AcualFakePerson;read
undefined;H90;Acual projektiryhma, fake user AcualFakePerson;read
undefined;UNI;Acual projektiryhma, fake user AcualFakePerson;read&write
undefined;HTEST;Acual projektiryhma, fake user AcualFakePerson;read
undefined;UNI_EN;Acual projektiryhma, fake user AcualFakePerson;read&write
undefined;UNI_SE;Acual projektiryhma, fake user AcualFakePerson;read&write
Teologian ja uskonnontutkimuksen tohtoriohjelma;T920101;Acual projektiryhma, fake user AcualFakePerson;read
Oikeustieteen tohtoriohjelma;T920102;Acual projektiryhma, fake user AcualFakePerson;read
Historian ja kulttuuriperinnön tohtoriohjelma;T920103;Acual projektiryhma, fake user AcualFakePerson;read
Kielentutkimuksen tohtoriohjelma;T920104;Acual projektiryhma, fake user AcualFakePerson;read
Sukupuolen, kulttuurin ja yhteiskunnan tutkimuksen tohtoriohjelma;T920105;Acual projektiryhma, fake user AcualFakePerson;read
Sosiaalitieteiden tohtoriohjelma;T920106;Acual projektiryhma, fake user AcualFakePerson;read
Poliittisten, yhteiskunnallisten ja alueellisten muutosten tohtoriohjelma;T920107;Acual projektiryhma, fake user AcualFakePerson;read
Taloustieteen tohtoriohjelma;T920108;Acual projektiryhma, fake user AcualFakePerson;read
Koulun, kasvatuksen, yhteiskunnan ja kulttuurin tohtoriohjelma;T920109;Acual projektiryhma, fake user AcualFakePerson;read
Kognition, oppimisen, opetuksen ja kommunikaation tohtoriohjelma;T920110;Acual projektiryhma, fake user AcualFakePerson;read
Filosofian, taiteiden ja yhteiskunnan tutkimuksen tohtoriohjelma;T920111;Acual projektiryhma, fake user AcualFakePerson;read
Biolääketieteellinen tohtoriohjelma;T921101;Acual projektiryhma, fake user AcualFakePerson;read
Kliininen tohtoriohjelma;T921102;Acual projektiryhma, fake user AcualFakePerson;read
Väestön terveyden tohtoriohjelma;T921103;Acual projektiryhma, fake user AcualFakePerson;read
Suun terveystieteen tohtoriohjelma;T921104;Acual projektiryhma, fake user AcualFakePerson;read
Lääketutkimuksen tohtoriohjelma;T921105;Acual projektiryhma, fake user AcualFakePerson;read
Integroivien biotieteiden tohtoriohjelma;T921106;Acual projektiryhma, fake user AcualFakePerson;read
Aivot ja mieli tohtoriohjelma;T921107;Acual projektiryhma, fake user AcualFakePerson;read
Kliinisen eläinlääketieteen tohtoriohjelma;T921108;Acual projektiryhma, fake user AcualFakePerson;read
Ihmisen käyttäytymisen tohtoriohjelma;T921109;Acual projektiryhma, fake user AcualFakePerson;read
Luonnonvaraisten eliöiden tutkimuksen tohtoriohjelma;T922101;Acual projektiryhma, fake user AcualFakePerson;read
Kasvitieteen tohtoriohjelma;T922102;Acual projektiryhma, fake user AcualFakePerson;read
Ympäristöalan tieteidenvälinen tohtoriohjelma;T922103;Acual projektiryhma, fake user AcualFakePerson;read
Uusiutuvien luonnonvarojen kestävän käytön tohtoriohjelma;T922104;Acual projektiryhma, fake user AcualFakePerson;read
Mikrobiologian ja biotekniikan tohtoriohjelma;T922105;Acual projektiryhma, fake user AcualFakePerson;read
Ruokaketjun ja terveyden tohtoriohjelma;T922106;Acual projektiryhma, fake user AcualFakePerson;read
Alkeishiukkasfysiikan ja maailmankaikkeuden tutkimuksen tohtoriohjelma;T923101;Acual projektiryhma, fake user AcualFakePerson;read
Geotieteiden tohtoriohjelma;T923102;Acual projektiryhma, fake user AcualFakePerson;read
Ilmakehätieteiden tohtoriohjelma;T923103;Acual projektiryhma, fake user AcualFakePerson;read
Kemian ja molekyylitutkimuksen tohtoriohjelma;T923104;Acual projektiryhma, fake user AcualFakePerson;read
Matematiikan ja tilastotieteen tohtoriohjelma;T923105;Acual projektiryhma, fake user AcualFakePerson;read
Materiaalitutkimuksen ja nanotieteiden tohtoriohjelma;T923106;Acual projektiryhma, fake user AcualFakePerson;read
Tietojenkäsittelytieteen tohtoriohjelma;T923107;Acual projektiryhma, fake user AcualFakePerson;read
Testaamisen tohtoriohjelma;T999999;Acual projektiryhma, fake user AcualFakePerson;read
Teologian ja uskonnontutkimuksen kandiohjelma;KH10_001;Acual projektiryhma, fake user AcualFakePerson;read
Oikeusnotaarin koulutusohjelma;KH20_001;Acual projektiryhma, fake user AcualFakePerson;read
Psykologian kandiohjelma;KH30_001;Acual projektiryhma, fake user AcualFakePerson;read
Logopedian kandiohjelma;KH30_002;Acual projektiryhma, fake user AcualFakePerson;read
Filosofian kandiohjelma;KH40_001;Acual projektiryhma, fake user AcualFakePerson;read
Taiteiden tutkimuksen kandiohjelma;KH40_002;Acual projektiryhma, fake user AcualFakePerson;read
Kielten kandiohjelma;KH40_003;Acual projektiryhma, fake user AcualFakePerson;read
Kotimaisten kielten ja kirjallisuuksien kandiohjelma;KH40_004;Acual projektiryhma, fake user AcualFakePerson;read
Kulttuurien tutkimuksen kandiohjelma;KH40_005;Acual projektiryhma, fake user AcualFakePerson;read
Historian kandiohjelma;KH40_006;Acual projektiryhma, fake user AcualFakePerson;read
Matemaattisten tieteiden kandiohjelma;KH50_001;Acual projektiryhma, fake user AcualFakePerson;read
Fysikaalisten tieteiden kandiohjelma;KH50_002;Acual projektiryhma, fake user AcualFakePerson;read
Kemian kandiohjelma;KH50_003;Acual projektiryhma, fake user AcualFakePerson;read
Matematiikan, fysiikan ja kemian opettajan kandiohjelma;KH50_004;Acual projektiryhma, fake user AcualFakePerson;read
Tietojenkäsittelytieteen kandiohjelma;KH50_005;Acual projektiryhma, fake user AcualFakePerson;read
Geotieteiden kandiohjelma;KH50_006;Acual projektiryhma, fake user AcualFakePerson;read
Maantieteen kandiohjelma;KH50_007;Acual projektiryhma, fake user AcualFakePerson;read
Luonnontieteiden kandiohjelma;KH50_008;Acual projektiryhma, fake user AcualFakePerson;read
Farmaseutin koulutusohjelma;KH55_001;Acual projektiryhma, fake user AcualFakePerson;read
Biologian kandiohjelma;KH57_001;Acual projektiryhma, fake user AcualFakePerson;read
Molekyylibiotieteiden kandiohjelma;KH57_002;Acual projektiryhma, fake user AcualFakePerson;read
Ympäristötieteiden kandiohjelma;KH57_003;Acual projektiryhma, fake user AcualFakePerson;read
Kasvatustieteiden kandiohjelma;KH60_001;Acual projektiryhma, fake user AcualFakePerson;read
Politiikan ja viestinnän kandiohjelma;KH70_001;Acual projektiryhma, fake user AcualFakePerson;read
Yhteiskunnallisen muutoksen kandiohjelma;KH70_002;Acual projektiryhma, fake user AcualFakePerson;read
Sosiaalitieteiden kandiohjelma;KH70_003;Acual projektiryhma, fake user AcualFakePerson;read
Taloustieteen kandiohjelma;KH70_004;Acual projektiryhma, fake user AcualFakePerson;read
Kandidatprogrammet i samhällsvetenskaper;KH74_001;Acual projektiryhma, fake user AcualFakePerson;read
Maataloustieteiden kandiohjelma;KH80_001;Acual projektiryhma, fake user AcualFakePerson;read
Metsätieteiden kandiohjelma;KH80_002;Acual projektiryhma, fake user AcualFakePerson;read
Elintarviketieteiden kandiohjelma;KH80_003;Acual projektiryhma, fake user AcualFakePerson;read
Ympäristö- ja elintarviketalouden kandiohjelma;KH80_004;Acual projektiryhma, fake user AcualFakePerson;read
Eläinlääketieteen kandiohjelma;KH90_001;Acual projektiryhma, fake user AcualFakePerson;read
Teologian ja uskonnontutkimuksen maisteriohjelma;MH10_001;Acual projektiryhma, fake user AcualFakePerson;read
Oikeustieteen maisterin koulutusohjelma;MH20_001;Acual projektiryhma, fake user AcualFakePerson;read
Kansainvälisen liikejuridiikan maisteriohjelma (International Business Law);MH20_002;Acual projektiryhma, fake user AcualFakePerson;read
Globaalia hallintoa koskevan oikeuden maisteriohjelma;MH20_003;Acual projektiryhma, fake user AcualFakePerson;read
Lääketieteen koulutusohjelma;MH30_001;Acual projektiryhma, fake user AcualFakePerson;read
Translationaalisen lääketieteen maisteriohjelma (Translational Medicine);MH30_002;Acual projektiryhma, fake user AcualFakePerson;read
Hammaslääketieteen koulutusohjelma;MH30_003;Acual projektiryhma, fake user AcualFakePerson;read
Psykologian maisteriohjelma;MH30_004;Acual projektiryhma, fake user AcualFakePerson;read
Logopedian maisteriohjelma;MH30_005;Acual projektiryhma, fake user AcualFakePerson;read
Taiteiden tutkimuksen maisteriohjelma;MH40_001;Acual projektiryhma, fake user AcualFakePerson;read
Kielten maisteriohjelma;MH40_002;Acual projektiryhma, fake user AcualFakePerson;read
Englannin kielen ja kirjallisuuden maisteriohjelma;MH40_003;Acual projektiryhma, fake user AcualFakePerson;read
Venäjän tutkimuksen maisteriohjelma;MH40_004;Acual projektiryhma, fake user AcualFakePerson;read
Kielellisen diversiteetin ja digitaalisten ihmistieteiden maisteriohjelma;MH40_005;Acual projektiryhma, fake user AcualFakePerson;read
Kääntämisen ja tulkkauksen maisteriohjelma;MH40_006;Acual projektiryhma, fake user AcualFakePerson;read
Suomen kielen ja suomalais-ugrilaisten kielten ja kulttuurien maisteriohjelma;MH40_007;Acual projektiryhma, fake user AcualFakePerson;read
Pohjoismaisten kielten ja kirjallisuuksien maisteriohjelma;MH40_008;Acual projektiryhma, fake user AcualFakePerson;read
Kirjallisuudentutkimuksen maisteriohjelma;MH40_009;Acual projektiryhma, fake user AcualFakePerson;read
Kulttuuriperinnön maisteriohjelma;MH40_010;Acual projektiryhma, fake user AcualFakePerson;read
Kulttuurienvälisen vuorovaikutuksen maisteriohjelma;MH40_011;Acual projektiryhma, fake user AcualFakePerson;read
Alue- ja kulttuurintutkimuksen maisteriohjelma;MH40_012;Acual projektiryhma, fake user AcualFakePerson;read
Kulttuurin ja kommunikaation maisteriohjelma;MH40_013;Acual projektiryhma, fake user AcualFakePerson;read
Sukupuolentutkimuksen maisteriohjelma;MH40_014;Acual projektiryhma, fake user AcualFakePerson;read
Historian maisteriohjelma;MH40_015;Acual projektiryhma, fake user AcualFakePerson;read
Matematiikan ja tilastotieteen maisteriohjelma;MH50_001;Acual projektiryhma, fake user AcualFakePerson;read
Life Science Informatics -maisteriohjelma;MH50_002;Acual projektiryhma, fake user AcualFakePerson;read
Teoreettisten ja laskennallisten menetelmien maisteriohjelma;MH50_003;Acual projektiryhma, fake user AcualFakePerson;read
Alkeishiukkasfysiikan ja astrofysikaalisten tieteiden maisteriohjelma;MH50_004;Acual projektiryhma, fake user AcualFakePerson;read
Materiaalitutkimuksen maisteriohjelma;MH50_005;Acual projektiryhma, fake user AcualFakePerson;read
Ilmakehätieteiden maisteriohjelma;MH50_006;Acual projektiryhma, fake user AcualFakePerson;read
Kemian ja molekyylitieteiden maisteriohjelma;MH50_007;Acual projektiryhma, fake user AcualFakePerson;read
Matematiikan, fysiikan ja kemian opettajan maisteriohjelma;MH50_008;Acual projektiryhma, fake user AcualFakePerson;read
Tietojenkäsittelytieteen maisteriohjelma;MH50_009;Acual projektiryhma, fake user AcualFakePerson;read
Datatieteen maisteriohjelma;MH50_010;Acual projektiryhma, fake user AcualFakePerson;read
Geologian ja geofysiikan maisteriohjelma;MH50_011;Acual projektiryhma, fake user AcualFakePerson;read
Maantieteen maisteriohjelma;MH50_012;Acual projektiryhma, fake user AcualFakePerson;read
Kaupunkitutkimuksen ja suunnittelun maisteriohjelma;MH50_013;Acual projektiryhma, fake user AcualFakePerson;read
Proviisorin koulutusohjelma;MH55_001;Acual projektiryhma, fake user AcualFakePerson;read
Master’s programme in Pharmaceutical Research, Development and Safety.;MH55_002;Acual projektiryhma, fake user AcualFakePerson;read
Ekologian ja evoluutiobiologian maisteriohjelma;MH57_001;Acual projektiryhma, fake user AcualFakePerson;read
Kasvitieteen maisteriohjelma;MH57_002;Acual projektiryhma, fake user AcualFakePerson;read
Genetiikan ja molekulaaristen biotieteiden maisteriohjelma;MH57_003;Acual projektiryhma, fake user AcualFakePerson;read
Neurotieteen maisteriohjelma;MH57_004;Acual projektiryhma, fake user AcualFakePerson;read
Ympäristömuutoksen ja globaalin kestävyyden maisteriohjelma;MH57_005;Acual projektiryhma, fake user AcualFakePerson;read
Kasvatustieteiden maisteriohjelma;MH60_001;Acual projektiryhma, fake user AcualFakePerson;read
Muuttuvan kasvatuksen ja koulutuksen maisteriohjelma;MH60_002;Acual projektiryhma, fake user AcualFakePerson;read
Filosofian maisteriohjelma;MH70_001;Acual projektiryhma, fake user AcualFakePerson;read
Politiikan ja viestinnän maisteriohjelma;MH70_002;Acual projektiryhma, fake user AcualFakePerson;read
Globaalin politiikan ja viestinnän maisteriohjelma;MH70_003;Acual projektiryhma, fake user AcualFakePerson;read
Yhteiskunnallisen muutoksen maisteriohjelma;MH70_004;Acual projektiryhma, fake user AcualFakePerson;read
Nyky-yhteiskunnan tutkimuksen maisteriohjelma;MH70_005;Acual projektiryhma, fake user AcualFakePerson;read
Euroopan ja pohjoismaiden tutkimuksen maisteriohjelma (European and Nordic Studies);MH70_006;Acual projektiryhma, fake user AcualFakePerson;read
Yhteiskuntatieteiden maisteriohjelma;MH70_007;Acual projektiryhma, fake user AcualFakePerson;read
Sosiaalitieteiden maisteriohjelma;MH70_008;Acual projektiryhma, fake user AcualFakePerson;read
Taloustieteen maisteriohjelma;MH70_009;Acual projektiryhma, fake user AcualFakePerson;read
Sosiaali- ja terveystutkimuksen ja johtamisen maisteriohjelma;MH70_011;Acual projektiryhma, fake user AcualFakePerson;read
Maataloustieteiden maisteriohjelma;MH80_001;Acual projektiryhma, fake user AcualFakePerson;read
Maatalous-, ympäristö- ja luonnonvaraekonomian maisteriohjelma;MH80_002;Acual projektiryhma, fake user AcualFakePerson;read
Metsätieteiden maisteriohjelma;MH80_003;Acual projektiryhma, fake user AcualFakePerson;read
Elintarviketieteiden maisteriohjelma;MH80_004;Acual projektiryhma, fake user AcualFakePerson;read
Ihmisen ravitsemuksen ja ruokakäyttäytymisen maisteriohjelma;MH80_005;Acual projektiryhma, fake user AcualFakePerson;read
Elintarviketalouden ja kulutuksen maisteriohjelma;MH80_006;Acual projektiryhma, fake user AcualFakePerson;read
Mikrobiologian ja mikrobibiotekniikan maisteriohjelma;MH80_007;Acual projektiryhma, fake user AcualFakePerson;read
Eläinlääketieteen lisensiaatin koulutusohjelma;MH90_001;Acual projektiryhma, fake user AcualFakePerson;read
Teologian ja uskonnontutkimuksen tohtoriohjelma;T920101;doctoralUser nah;read&write
Oikeustieteen tohtoriohjelma;T920102;doctoralUser nah;read&write
Historian ja kulttuuriperinnön tohtoriohjelma;T920103;doctoralUser nah;read&write
Kielentutkimuksen tohtoriohjelma;T920104;doctoralUser nah;read&write
Sukupuolen, kulttuurin ja yhteiskunnan tutkimuksen tohtoriohjelma;T920105;doctoralUser nah;read&write
Sosiaalitieteiden tohtoriohjelma;T920106;doctoralUser nah;read&write
Poliittisten, yhteiskunnallisten ja alueellisten muutosten tohtoriohjelma;T920107;doctoralUser nah;read&write
Taloustieteen tohtoriohjelma;T920108;doctoralUser nah;read&write
Koulun, kasvatuksen, yhteiskunnan ja kulttuurin tohtoriohjelma;T920109;doctoralUser nah;read&write
Kognition, oppimisen, opetuksen ja kommunikaation tohtoriohjelma;T920110;doctoralUser nah;read&write
Filosofian, taiteiden ja yhteiskunnan tutkimuksen tohtoriohjelma;T920111;doctoralUser nah;read&write
Biolääketieteellinen tohtoriohjelma;T921101;doctoralUser nah;read&write
Kliininen tohtoriohjelma;T921102;doctoralUser nah;read&write
Väestön terveyden tohtoriohjelma;T921103;doctoralUser nah;read&write
Suun terveystieteen tohtoriohjelma;T921104;doctoralUser nah;read&write
Lääketutkimuksen tohtoriohjelma;T921105;doctoralUser nah;read&write
Integroivien biotieteiden tohtoriohjelma;T921106;doctoralUser nah;read&write
Aivot ja mieli tohtoriohjelma;T921107;doctoralUser nah;read&write
Kliinisen eläinlääketieteen tohtoriohjelma;T921108;doctoralUser nah;read&write
Ihmisen käyttäytymisen tohtoriohjelma;T921109;doctoralUser nah;read&write
Luonnonvaraisten eliöiden tutkimuksen tohtoriohjelma;T922101;doctoralUser nah;read&write
Kasvitieteen tohtoriohjelma;T922102;doctoralUser nah;read&write
Ympäristöalan tieteidenvälinen tohtoriohjelma;T922103;doctoralUser nah;read&write
Uusiutuvien luonnonvarojen kestävän käytön tohtoriohjelma;T922104;doctoralUser nah;read&write
Mikrobiologian ja biotekniikan tohtoriohjelma;T922105;doctoralUser nah;read&write
Ruokaketjun ja terveyden tohtoriohjelma;T922106;doctoralUser nah;read&write
Alkeishiukkasfysiikan ja maailmankaikkeuden tutkimuksen tohtoriohjelma;T923101;doctoralUser nah;read&write
Geotieteiden tohtoriohjelma;T923102;doctoralUser nah;read&write
Ilmakehätieteiden tohtoriohjelma;T923103;doctoralUser nah;read&write
Kemian ja molekyylitutkimuksen tohtoriohjelma;T923104;doctoralUser nah;read&write
Matematiikan ja tilastotieteen tohtoriohjelma;T923105;doctoralUser nah;read&write
Materiaalitutkimuksen ja nanotieteiden tohtoriohjelma;T923106;doctoralUser nah;read&write
Tietojenkäsittelytieteen tohtoriohjelma;T923107;doctoralUser nah;read&write
Testaamisen tohtoriohjelma;T999999;doctoralUser nah;read&write
Teologian ja uskonnontutkimuksen kandiohjelma;KH10_001;doctoralUser nah;read&write
Oikeusnotaarin koulutusohjelma;KH20_001;doctoralUser nah;read&write
Psykologian kandiohjelma;KH30_001;doctoralUser nah;read&write
Logopedian kandiohjelma;KH30_002;doctoralUser nah;read&write
Filosofian kandiohjelma;KH40_001;doctoralUser nah;read&write
Taiteiden tutkimuksen kandiohjelma;KH40_002;doctoralUser nah;read&write
Kielten kandiohjelma;KH40_003;doctoralUser nah;read&write
Kotimaisten kielten ja kirjallisuuksien kandiohjelma;KH40_004;doctoralUser nah;read&write
Kulttuurien tutkimuksen kandiohjelma;KH40_005;doctoralUser nah;read&write
Historian kandiohjelma;KH40_006;doctoralUser nah;read&write
